"subject","predicate","object"
"event/Gaganyaan_Mission:_Successful_second_and_third_Hot_Test_of_Service_Module_Propulsion_System","has_description","July 27, 2023 ISRO successfully carried out two more hot tests on the Gaganyaan Service Module Propulsion System (SMPS) at ISRO Propulsion Complex (IPRC), Mahendragiri on July 26, 2023. The SMPS is designed and developed by the Liquid Propulsion System Centre (LPSC) located at Bangalore and Valiamala, Thiruvananthapuram. These tests marked the second and third hot tests in the Service Module – System Demonstration model (SM-SDM) phase 2 test series. Thefirst hot testwas conducted on July 19, 2023. During yesterday’s tests, the thrusters were operated in both continuous and pulse mode, in sync with the mission profile. The initial hot test which lasted for 723.6 s focussed on demonstrating Orbital Module injection and the calibration burn of 100 N thrusters and  Liquid Apogee Motor (LAM) engines. The calibration burn was essential to identify and isolate any non-operational engines. The LAM engines and reaction control system (RCS) Thrusters performed as expected. The latter hot test, with a duration of 350 s, aimed to demonstrate the circularization of the Orbital Module to achieve the final orbit. During this test, the LAM engines operated in continuous mode, while the RCS Thrusters fired in pulse mode. Looking ahead, three more hot tests are scheduled to demonstrate de-boosting requirements and off-nominal mission scenarios. These tests will further validate and refine the performance of the propulsion system, ensuring its readiness for the upcoming Gaganyaan mission."
"event/Gaganyaan_Mission:_Successful_second_and_third_Hot_Test_of_Service_Module_Propulsion_System","conducted_by","org/ISRO"
"event/Gaganyaan_Mission:_Successful_second_and_third_Hot_Test_of_Service_Module_Propulsion_System","has_date","date/July_27,_2023"
"event/Gaganyaan_Mission:_Successful_second_and_third_Hot_Test_of_Service_Module_Propulsion_System","has_document","document/smps"
"event/ISRO_Supports_a_space_start-up's_Rocket_Engine_Test","has_description","July 22, 2023 On July 21, 2023, ISRO demonstrated its commitment to fostering the space ecosystem in India by enabling a successful rocket-engine test conducted by Skyroot, a Hyderabad-based space start-up, at ISRO Propulsion Complex (IPRC) Mahendragiri. The test took place in the Liquid Thruster Test Facility (LTTF) in IPRC. The testing was enabled by IN-SPACe. The test involved the Raman-II engine, which was designed by Skyroot to generate 820 N (Sea Level) and 1460 N (Vacuum) thrust, with a nominal chamber pressure of 8.5 bar absolute. The regeneratively cooled engine, manufactured through additive manufacturing techniques, utilizes Mono Methyl Hydrazine and Nitrogen Tetroxide as propellants. The 10-second duration test achieved the expected performance in terms of start transient, steady state, and shut-off. Skyroot intends to integrate the Raman-II engine into the fourth stage of its launch vehicle, Vikram-I. The test facility systems demonstrated normal performance during the test, meeting the engine inlet conditions at T0. The instrumentation systems also performed as expected, further ensuring the accuracy and reliability of the test results. This facilitation underscores ISRO's commitment to nurture private players, start-ups, and Non-Government Entities (NGEs) in developing the country's space eco-system. Going forward, a series of additional tests are planned to further validate and refine the Raman-II engine's capabilities."
"event/ISRO_Supports_a_space_start-up's_Rocket_Engine_Test","conducted_by","org/ISRO"
"event/ISRO_Supports_a_space_start-up's_Rocket_Engine_Test","has_date","date/July_22,_2023"
"event/ISRO_Supports_a_space_start-up's_Rocket_Engine_Test","has_document","document/Support_SpaceStartup_RocketEngine"
"event/Commencement_of_Harbor_Trials_for_the_Gaganyaan_Recovery_operations","has_description","July 22, 2023 Recovery trial operations of the Gaganyaan mission entered into the second phase with the commencement of harbor trials on July 20, 2023, at the Naval Dockyard, Visakhapatnam. ISRO and Indian Navy jointly carried out the trials with the ship identified for the recovery operations during the first Development Mission of the Test Vehicle. The trials were conducted at the Eastern Naval Command in Visakhapatnam, using a mass and shape simulated Crew Module Mockup (CMRM). This mockup was a crucial component in the testing process, ensuring that the recovery procedures accurately simulated conditions. The various stages of recovery were simulated during the trials, including the attachment of the recovery buoy, towing, handling, and lifting of the crew module onto the ship deck. These procedures were executed according to the recovery sequence, demonstrating the preparedness of the teams involved. To ensure a seamless and safe recovery process, the Standard Operating Procedures (SOPs) were fine-tuned based on the experiences from the phase-1 trials at the Water Survival Training Facility (WSTF) in Kochi. This iterative approach allowed for refinements to be made, enhancing the efficiency and reliability of the recovery operations."
"event/Commencement_of_Harbor_Trials_for_the_Gaganyaan_Recovery_operations","conducted_by","org/ISRO"
"event/Commencement_of_Harbor_Trials_for_the_Gaganyaan_Recovery_operations","has_date","date/July_22,_2023"
"event/Commencement_of_Harbor_Trials_for_the_Gaganyaan_Recovery_operations","has_document","document/Gaganyaan_Recovery_HarbourTrials"
"event/Gaganyaan_Mission:_Successful_Hot_Test_of_Service_Module_Propulsion_System","has_description","July 20, 2023 ISRO successfully tested the Gaganyaan Service Module Propulsion System (SMPS) on July 19, 2023 atISRO Propulsion Complex (IPRC), Mahendragiri. This test involved five liquid apogee motor (LAM) engines with a thrust of 440 N and sixteen reaction control system (RCS) Thrusters with a thrust of 100 N. The Service Module of Gaganyaan is a regulated bi-propellant based propulsion system that caters to the requirements of the Orbital Module, performing orbit injection, circularization, on-orbit control, de-boost manoeuvring and SM based abort (if any) during the ascent phase. The 440 N Thrust LAM engines provide the main propulsive force during the mission ascending phase, while the RCS thrusters ensure precise attitude correction. The hot test of the System Demonstration Model (SDM) emulated the fluid circuit of the Service Module Propulsion System, encompassing the propellant tank feed system, helium pressurization system, flight-qualified thrusters, and control components. The first hot test of the Phase-2 test series demonstrated the integrated performance of the Gaganyaan Service Module Propulsion System. The test, conducted for a duration of 250 seconds, involved LAM engines firing in continuous mode, along with RCS thrusters, adhering to the test profile. As part of the Phase-1 test series of SM SDM, ISRO had previously conducted five hot tests, totalling a duration of 2750 seconds. The earlier phase involved five 440 N LAM engines and eight 100 N RCS thrusters. For the Phase-2 test series, the current configuration includes the full configuration of five 440 N LAM engines and sixteen 100 N RCS thrusters. The Gaganyaan Service Module Propulsion System is designed, developed, and realized byLiquid Propulsion Systems Centre (LPSC). With the successful completion of this hot test, the SMPS has advanced in demonstrating its integrated performance in the full configuration. Moving forward, ISRO has scheduled five additional tests to demonstrate both nominal and off-nominal mission scenarios, reinforcing the rigor of testing and the commitment to mission success."
"event/Gaganyaan_Mission:_Successful_Hot_Test_of_Service_Module_Propulsion_System","conducted_by","org/ISRO"
"event/Gaganyaan_Mission:_Successful_Hot_Test_of_Service_Module_Propulsion_System","has_date","date/July_20,_2023"
"event/Gaganyaan_Mission:_Successful_Hot_Test_of_Service_Module_Propulsion_System","has_document","document/SMPS_Test"
"event/NRSC/ISRO_honoured_with_ESRI_SAG_Award_2023","has_description","July 13, 2023 The National Remote Sensing Centre (NRSC), ISRO has been honored with the prestigious Special Achievement in GIS (SAG) Award from the Environmental Systems Research Institute, Inc. (ESRI) for the year 2023. ESRI is the global market leader in geographic information system (GIS) software, location intelligence, and mapping. The institute presents the SAG award annually to recognize exceptional work in the field of GIS technology. During the plenary session of the ESRI User Conference held on July 10, 2023, in California, Mr. Jack Dangermond, the president and founder of ESRI, selected and announced the recipients of this year's SAG awards. NRSC emerged as the awardee from India, setting a new precedent within the GIS community for its outstanding application of GIS technology in landslide inventory. NRSC is recognised for their feat of creating a comprehensive geospatial database consisting of approximately 80,000 landslides in India spanning from 1998 to 2022, utilizing satellite data. This landslide inventory database was augmented with vital information such as lithology, geological structure, soil composition, slope analysis, and land use patterns. Leveraging advanced machine learning techniques, NRSC developed landslide susceptibility maps for critical tourist corridors in Himachal Pradesh and pilgrimage road corridors in Uttarakhand, both located in the Indian Himalayan region. Given the severe impact of landslides, which exhibit a life cycle of 3-4 years, monitoring their kinetic behaviour, particularly in the tertiary stage, becomes crucial for predicting the time of failure. The geospatial landslide inventory database of India, covering the Himalayas and Western Ghats regions, has served as a fundamental resource for landslide mitigation studies. Additionally, this comprehensive database has provided crucial insights into the factors influencing landslides in India. The landslide susceptibility maps are potentially instrumental for decision-makers in planning developmental activities in hilly regions, ensuring the safety and welfare of local communities. NRSC's novel work in estimating landslide kinematics using Persistent Scatterer Interferometric Synthetic Aperture Radar (PSInSAR) technology has further enhanced their capabilities in predicting vulnerable slope failures in hilly terrains. By employing PSInSAR, NRSC has contributed to the advancement of landslide research and improved disaster preparedness measures. The geospatial landslide inventory database and NRSC's contributions can be learnt though these following links:"
